"Group.1"	"Sample"	"value"	"SampleID"	"Genotype"	"Germplasm"	"Treatment"	"Compartment"	"Block"	"Plot"
"167.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R32_2"	0	"CK_R32_2"	"X32"	"Landrace"	"CK"	"Root"	2	"P08"
"167.14"	"KD4-96"	"CK_R32_2"	0.004388575	"CK_R32_2"	"X32"	"Landrace"	"CK"	"Root"	2	"P08"
"167.15"	"Pseudonocardiales"	"CK_R32_2"	0	"CK_R32_2"	"X32"	"Landrace"	"CK"	"Root"	2	"P08"
"167.16"	"Microtrichales"	"CK_R32_2"	0.011083011	"CK_R32_2"	"X32"	"Landrace"	"CK"	"Root"	2	"P08"
"167.17"	"Micrococcales"	"CK_R32_2"	0.019339482	"CK_R32_2"	"X32"	"Landrace"	"CK"	"Root"	2	"P08"
"167.18"	"Chitinophagales"	"CK_R32_2"	0.016661708	"CK_R32_2"	"X32"	"Landrace"	"CK"	"Root"	2	"P08"
"167.19"	"Gemmatimonadales"	"CK_R32_2"	0.029678667	"CK_R32_2"	"X32"	"Landrace"	"CK"	"Root"	2	"P08"
"167.20"	"Sphingomonadales"	"CK_R32_2"	0.027967867	"CK_R32_2"	"X32"	"Landrace"	"CK"	"Root"	2	"P08"
"167.21"	"Clostridia"	"CK_R32_2"	0.013760785	"CK_R32_2"	"X32"	"Landrace"	"CK"	"Root"	2	"P08"
"167.22"	"Bryobacterales"	"CK_R32_2"	0.016810473	"CK_R32_2"	"X32"	"Landrace"	"CK"	"Root"	2	"P08"
"167.23"	"Vicinamibacterales"	"CK_R32_2"	0.036968164	"CK_R32_2"	"X32"	"Landrace"	"CK"	"Root"	2	"P08"
"167.24"	"Bacillales"	"CK_R32_2"	0.055638203	"CK_R32_2"	"X32"	"Landrace"	"CK"	"Root"	2	"P08"
"167.25"	"Gaiellales"	"CK_R32_2"	0.078548051	"CK_R32_2"	"X32"	"Landrace"	"CK"	"Root"	2	"P08"
"167.26"	"Rhizobiales"	"CK_R32_2"	0.137384707	"CK_R32_2"	"X32"	"Landrace"	"CK"	"Root"	2	"P08"
"167.27"	"Burkholderiales"	"CK_R32_2"	0.180898542	"CK_R32_2"	"X32"	"Landrace"	"CK"	"Root"	2	"P08"
"167.28"	"Pyrinomonadales"	"CK_R32_2"	0.24717346	"CK_R32_2"	"X32"	"Landrace"	"CK"	"Root"	2	"P08"
"168"	"<0.5%"	"CK_R32_3"	0.018322629	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.1"	"Chthoniobacterales"	"CK_R32_3"	0.005289006	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.2"	"Dongiales"	"CK_R32_3"	0.008500189	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.3"	"Steroidobacterales"	"CK_R32_3"	0.004722327	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.4"	"Paenibacillales"	"CK_R32_3"	0.003022289	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.5"	"Solirubrobacterales"	"CK_R32_3"	0.008689082	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.6"	"Xanthomonadales"	"CK_R32_3"	0	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.7"	"Propionibacteriales"	"CK_R32_3"	0.008122403	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.8"	"Pseudomonadales"	"CK_R32_3"	0.008122403	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.9"	"Chloroflexales"	"CK_R32_3"	0.008122403	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.10"	"Frankiales"	"CK_R32_3"	0.008122403	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.11"	"Polyangiales"	"CK_R32_3"	0.013411409	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.12"	"Corynebacteriales"	"CK_R32_3"	0.002833396	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R32_3"	0.005289006	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.14"	"KD4-96"	"CK_R32_3"	0.00982244	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.15"	"Pseudonocardiales"	"CK_R32_3"	0.012278051	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.16"	"Microtrichales"	"CK_R32_3"	0.022478277	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.17"	"Micrococcales"	"CK_R32_3"	0.013033623	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.18"	"Chitinophagales"	"CK_R32_3"	0.004344541	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.19"	"Gemmatimonadales"	"CK_R32_3"	0.020967133	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.20"	"Sphingomonadales"	"CK_R32_3"	0.023800529	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.21"	"Clostridia"	"CK_R32_3"	0.01530034	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.22"	"Bryobacterales"	"CK_R32_3"	0.049301096	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.23"	"Vicinamibacterales"	"CK_R32_3"	0.05137892	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.24"	"Bacillales"	"CK_R32_3"	0.080279562	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.25"	"Gaiellales"	"CK_R32_3"	0.057801284	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.26"	"Rhizobiales"	"CK_R32_3"	0.071212694	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.27"	"Burkholderiales"	"CK_R32_3"	0.176803929	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"168.28"	"Pyrinomonadales"	"CK_R32_3"	0.263883642	"CK_R32_3"	"X32"	"Landrace"	"CK"	"Root"	3	"P08"
"169"	"<0.5%"	"CK_R33_1"	0.021267473	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.1"	"Chthoniobacterales"	"CK_R33_1"	0.000943315	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.2"	"Dongiales"	"CK_R33_1"	0.005659892	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.3"	"Steroidobacterales"	"CK_R33_1"	0.006088672	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.4"	"Paenibacillales"	"CK_R33_1"	0.001543607	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.5"	"Solirubrobacterales"	"CK_R33_1"	0.009261641	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.6"	"Xanthomonadales"	"CK_R33_1"	0.001372095	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.7"	"Propionibacteriales"	"CK_R33_1"	0.002229654	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.8"	"Pseudomonadales"	"CK_R33_1"	0.002486922	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.9"	"Chloroflexales"	"CK_R33_1"	0.013463682	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.10"	"Frankiales"	"CK_R33_1"	0.015950605	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.11"	"Polyangiales"	"CK_R33_1"	0.032758769	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.12"	"Corynebacteriales"	"CK_R33_1"	0.012005831	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R33_1"	0.009004374	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.14"	"KD4-96"	"CK_R33_1"	0.015779093	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.15"	"Pseudonocardiales"	"CK_R33_1"	0.002915702	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.16"	"Microtrichales"	"CK_R33_1"	0.008575594	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.17"	"Micrococcales"	"CK_R33_1"	0.030014579	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.18"	"Chitinophagales"	"CK_R33_1"	0.009690421	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.19"	"Gemmatimonadales"	"CK_R33_1"	0.016636652	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.20"	"Sphingomonadales"	"CK_R33_1"	0.038590172	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.21"	"Clostridia"	"CK_R33_1"	0.029928823	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.22"	"Bryobacterales"	"CK_R33_1"	0.020495669	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.23"	"Vicinamibacterales"	"CK_R33_1"	0.0671469	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.24"	"Bacillales"	"CK_R33_1"	0.039619244	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.25"	"Gaiellales"	"CK_R33_1"	0.050939028	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.26"	"Rhizobiales"	"CK_R33_1"	0.118857731	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.27"	"Burkholderiales"	"CK_R33_1"	0.125803962	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"169.28"	"Pyrinomonadales"	"CK_R33_1"	0.257439328	"CK_R33_1"	"X33"	"Landrace"	"CK"	"Root"	1	"P08"
"170"	"<0.5%"	"CK_R33_2"	0.019443928	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.1"	"Chthoniobacterales"	"CK_R33_2"	0.00408694	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.2"	"Dongiales"	"CK_R33_2"	0.006997337	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.3"	"Steroidobacterales"	"CK_R33_2"	0.004210787	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.4"	"Paenibacillales"	"CK_R33_2"	0.005449254	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.5"	"Solirubrobacterales"	"CK_R33_2"	0.009164654	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.6"	"Xanthomonadales"	"CK_R33_2"	0.00111462	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.7"	"Propionibacteriales"	"CK_R33_2"	0.003281937	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.8"	"Pseudomonadales"	"CK_R33_2"	0.004582327	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.9"	"Chloroflexales"	"CK_R33_2"	0.017090842	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.10"	"Frankiales"	"CK_R33_2"	0.006873491	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.11"	"Polyangiales"	"CK_R33_2"	0.006935414	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.12"	"Corynebacteriales"	"CK_R33_2"	0.032509753	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R33_2"	0.005758871	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.14"	"KD4-96"	"CK_R33_2"	0.010217351	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.15"	"Pseudonocardiales"	"CK_R33_2"	0.004582327	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.16"	"Microtrichales"	"CK_R33_2"	0.021425475	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.17"	"Micrococcales"	"CK_R33_2"	0.011455818	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.18"	"Chitinophagales"	"CK_R33_2"	0.004025017	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.19"	"Gemmatimonadales"	"CK_R33_2"	0.015604681	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.20"	"Sphingomonadales"	"CK_R33_2"	0.031766673	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.21"	"Clostridia"	"CK_R33_2"	0.028980123	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.22"	"Bryobacterales"	"CK_R33_2"	0.019010465	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.23"	"Vicinamibacterales"	"CK_R33_2"	0.035172456	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.24"	"Bacillales"	"CK_R33_2"	0.027432039	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.25"	"Gaiellales"	"CK_R33_2"	0.079633414	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.26"	"Rhizobiales"	"CK_R33_2"	0.163106075	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.27"	"Burkholderiales"	"CK_R33_2"	0.146386773	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"170.28"	"Pyrinomonadales"	"CK_R33_2"	0.234379838	"CK_R33_2"	"X33"	"Landrace"	"CK"	"Root"	2	"P08"
"171"	"<0.5%"	"CK_R33_3"	0.019762846	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.1"	"Chthoniobacterales"	"CK_R33_3"	0.003293808	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.2"	"Dongiales"	"CK_R33_3"	0.004940711	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.3"	"Steroidobacterales"	"CK_R33_3"	0.002305665	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.4"	"Paenibacillales"	"CK_R33_3"	0.001976285	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.5"	"Solirubrobacterales"	"CK_R33_3"	0.000988142	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.6"	"Xanthomonadales"	"CK_R33_3"	0	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.7"	"Propionibacteriales"	"CK_R33_3"	0	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.8"	"Pseudomonadales"	"CK_R33_3"	0.010540184	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.9"	"Chloroflexales"	"CK_R33_3"	0.008893281	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.10"	"Frankiales"	"CK_R33_3"	0.003293808	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.11"	"Polyangiales"	"CK_R33_3"	0	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.12"	"Corynebacteriales"	"CK_R33_3"	0.003623188	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R33_3"	0.014822134	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.14"	"KD4-96"	"CK_R33_3"	0.019762846	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.15"	"Pseudonocardiales"	"CK_R33_3"	0.0085639	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.16"	"Microtrichales"	"CK_R33_3"	0.011528327	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.17"	"Micrococcales"	"CK_R33_3"	0.008234519	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.18"	"Chitinophagales"	"CK_R33_3"	0	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.19"	"Gemmatimonadales"	"CK_R33_3"	0.023386034	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.20"	"Sphingomonadales"	"CK_R33_3"	0.023056653	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.21"	"Clostridia"	"CK_R33_3"	0.023056653	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.22"	"Bryobacterales"	"CK_R33_3"	0.067193676	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.23"	"Vicinamibacterales"	"CK_R33_3"	0.027009223	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.24"	"Bacillales"	"CK_R33_3"	0.047760211	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.25"	"Gaiellales"	"CK_R33_3"	0.037220026	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.26"	"Rhizobiales"	"CK_R33_3"	0.112648221	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.27"	"Burkholderiales"	"CK_R33_3"	0.203886693	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"171.28"	"Pyrinomonadales"	"CK_R33_3"	0.284255599	"CK_R33_3"	"X33"	"Landrace"	"CK"	"Root"	3	"P08"
"172"	"<0.5%"	"CK_R34_1"	0.01022567	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.1"	"Chthoniobacterales"	"CK_R34_1"	0.000587682	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.2"	"Dongiales"	"CK_R34_1"	0.007287259	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.3"	"Steroidobacterales"	"CK_R34_1"	0.003761166	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.4"	"Paenibacillales"	"CK_R34_1"	0.001880583	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.5"	"Solirubrobacterales"	"CK_R34_1"	0.008110014	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.6"	"Xanthomonadales"	"CK_R34_1"	0.039609779	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.7"	"Propionibacteriales"	"CK_R34_1"	0.006346968	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.8"	"Pseudomonadales"	"CK_R34_1"	0.002703338	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.9"	"Chloroflexales"	"CK_R34_1"	0.082393042	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.10"	"Frankiales"	"CK_R34_1"	0.011048425	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.11"	"Polyangiales"	"CK_R34_1"	0.006817113	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.12"	"Corynebacteriales"	"CK_R34_1"	0.006229431	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R34_1"	0.007522332	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.14"	"KD4-96"	"CK_R34_1"	0.021979314	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.15"	"Pseudonocardiales"	"CK_R34_1"	0.042313117	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.16"	"Microtrichales"	"CK_R34_1"	0.008932769	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.17"	"Micrococcales"	"CK_R34_1"	0.025270334	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.18"	"Chitinophagales"	"CK_R34_1"	0.017630465	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.19"	"Gemmatimonadales"	"CK_R34_1"	0.018688293	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.20"	"Sphingomonadales"	"CK_R34_1"	0.046779502	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.21"	"Clostridia"	"CK_R34_1"	0.025505407	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.22"	"Bryobacterales"	"CK_R34_1"	0.024094969	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.23"	"Vicinamibacterales"	"CK_R34_1"	0.041607898	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.24"	"Bacillales"	"CK_R34_1"	0.037964269	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.25"	"Gaiellales"	"CK_R34_1"	0.101316408	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.26"	"Rhizobiales"	"CK_R34_1"	0.085448989	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.27"	"Burkholderiales"	"CK_R34_1"	0.088857546	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"172.28"	"Pyrinomonadales"	"CK_R34_1"	0.143041843	"CK_R34_1"	"X34"	"Landrace"	"CK"	"Root"	1	"P14"
"173"	"<0.5%"	"CK_R34_2"	0.015309533	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.1"	"Chthoniobacterales"	"CK_R34_2"	0.006284263	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.2"	"Dongiales"	"CK_R34_2"	0.001871908	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.3"	"Steroidobacterales"	"CK_R34_2"	0.005080893	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.4"	"Paenibacillales"	"CK_R34_2"	0.001938762	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.5"	"Solirubrobacterales"	"CK_R34_2"	0.003208985	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.6"	"Xanthomonadales"	"CK_R34_2"	0.0017382	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.7"	"Propionibacteriales"	"CK_R34_2"	0.009961225	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.8"	"Pseudomonadales"	"CK_R34_2"	0.011699425	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.9"	"Chloroflexales"	"CK_R34_2"	0.005080893	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.10"	"Frankiales"	"CK_R34_2"	0.004078085	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.11"	"Polyangiales"	"CK_R34_2"	0.007019655	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.12"	"Corynebacteriales"	"CK_R34_2"	0.007019655	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R34_2"	0.007019655	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.14"	"KD4-96"	"CK_R34_2"	0.008891563	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.15"	"Pseudonocardiales"	"CK_R34_2"	0.004546062	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.16"	"Microtrichales"	"CK_R34_2"	0.049806124	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.17"	"Micrococcales"	"CK_R34_2"	0.008891563	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.18"	"Chitinophagales"	"CK_R34_2"	0.006551678	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.19"	"Gemmatimonadales"	"CK_R34_2"	0.017582565	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.20"	"Sphingomonadales"	"CK_R34_2"	0.017582565	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.21"	"Clostridia"	"CK_R34_2"	0.025671881	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.22"	"Bryobacterales"	"CK_R34_2"	0.03449659	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.23"	"Vicinamibacterales"	"CK_R34_2"	0.033761198	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.24"	"Bacillales"	"CK_R34_2"	0.032892098	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.25"	"Gaiellales"	"CK_R34_2"	0.053416232	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.26"	"Rhizobiales"	"CK_R34_2"	0.104292018	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.27"	"Burkholderiales"	"CK_R34_2"	0.19721888	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"173.28"	"Pyrinomonadales"	"CK_R34_2"	0.289610911	"CK_R34_2"	"X34"	"Landrace"	"CK"	"Root"	2	"P14"
"174"	"<0.5%"	"CK_R34_3"	0.036445927	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.1"	"Chthoniobacterales"	"CK_R34_3"	0.004478323	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.2"	"Dongiales"	"CK_R34_3"	0.009861839	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.3"	"Steroidobacterales"	"CK_R34_3"	0.001429252	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.4"	"Paenibacillales"	"CK_R34_3"	0.006955693	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
