"Group.1"	"Sample"	"value"	"SampleID"	"Genotype"	"Germplasm"	"Treatment"	"Compartment"	"Block"	"Plot"
"174.5"	"Solirubrobacterales"	"CK_R34_3"	0.009385422	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.6"	"Xanthomonadales"	"CK_R34_3"	0.002525012	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.7"	"Propionibacteriales"	"CK_R34_3"	0.008146737	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.8"	"Pseudomonadales"	"CK_R34_3"	0.012148642	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.9"	"Chloroflexales"	"CK_R34_3"	0.013387327	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.10"	"Frankiales"	"CK_R34_3"	0.00852787	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.11"	"Polyangiales"	"CK_R34_3"	0.010814674	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.12"	"Corynebacteriales"	"CK_R34_3"	0.008480229	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R34_3"	0.006812768	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.14"	"KD4-96"	"CK_R34_3"	0.01648404	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.15"	"Pseudonocardiales"	"CK_R34_3"	0.01896141	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.16"	"Microtrichales"	"CK_R34_3"	0.010767032	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.17"	"Micrococcales"	"CK_R34_3"	0.015435922	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.18"	"Chitinophagales"	"CK_R34_3"	0.011291091	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.19"	"Gemmatimonadales"	"CK_R34_3"	0.025917103	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.20"	"Sphingomonadales"	"CK_R34_3"	0.027632206	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.21"	"Clostridia"	"CK_R34_3"	0.027632206	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.22"	"Bryobacterales"	"CK_R34_3"	0.023677942	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.23"	"Vicinamibacterales"	"CK_R34_3"	0.050023821	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.24"	"Bacillales"	"CK_R34_3"	0.038208671	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.25"	"Gaiellales"	"CK_R34_3"	0.035540734	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.26"	"Rhizobiales"	"CK_R34_3"	0.133396856	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.27"	"Burkholderiales"	"CK_R34_3"	0.167889471	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"174.28"	"Pyrinomonadales"	"CK_R34_3"	0.204764173	"CK_R34_3"	"X34"	"Landrace"	"CK"	"Root"	3	"P14"
"176"	"<0.5%"	"CK_R35_2"	0.015541622	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.1"	"Chthoniobacterales"	"CK_R35_2"	0.004202241	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.2"	"Dongiales"	"CK_R35_2"	0.002334578	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.3"	"Steroidobacterales"	"CK_R35_2"	0.004202241	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.4"	"Paenibacillales"	"CK_R35_2"	0.002534685	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.5"	"Solirubrobacterales"	"CK_R35_2"	0.006470117	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.6"	"Xanthomonadales"	"CK_R35_2"	0.001334045	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.7"	"Propionibacteriales"	"CK_R35_2"	0.009871932	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.8"	"Pseudomonadales"	"CK_R35_2"	0.012006403	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.9"	"Chloroflexales"	"CK_R35_2"	0.010005336	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.10"	"Frankiales"	"CK_R35_2"	0.005803095	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.11"	"Polyangiales"	"CK_R35_2"	0.007003735	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.12"	"Corynebacteriales"	"CK_R35_2"	0.00653682	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R35_2"	0.019543757	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.14"	"KD4-96"	"CK_R35_2"	0.006670224	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.15"	"Pseudonocardiales"	"CK_R35_2"	0.004268943	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.16"	"Microtrichales"	"CK_R35_2"	0.008804696	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.17"	"Micrococcales"	"CK_R35_2"	0.009071505	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.18"	"Chitinophagales"	"CK_R35_2"	0.005202775	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.19"	"Gemmatimonadales"	"CK_R35_2"	0.021411419	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.20"	"Sphingomonadales"	"CK_R35_2"	0.023745998	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.21"	"Clostridia"	"CK_R35_2"	0.017342583	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.22"	"Bryobacterales"	"CK_R35_2"	0.034284952	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.23"	"Vicinamibacterales"	"CK_R35_2"	0.036286019	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.24"	"Bacillales"	"CK_R35_2"	0.061432764	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.25"	"Gaiellales"	"CK_R35_2"	0.068836713	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.26"	"Rhizobiales"	"CK_R35_2"	0.0922492	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.27"	"Burkholderiales"	"CK_R35_2"	0.131470117	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"176.28"	"Pyrinomonadales"	"CK_R35_2"	0.340448239	"CK_R35_2"	"X35"	"Landrace"	"CK"	"Root"	2	"P05"
"177"	"<0.5%"	"CK_R35_3"	0.026841589	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.1"	"Chthoniobacterales"	"CK_R35_3"	0.006936591	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.2"	"Dongiales"	"CK_R35_3"	0.013194602	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.3"	"Steroidobacterales"	"CK_R35_3"	0.005353238	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.4"	"Paenibacillales"	"CK_R35_3"	0.01025409	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.5"	"Solirubrobacterales"	"CK_R35_3"	0.014400965	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.6"	"Xanthomonadales"	"CK_R35_3"	0.002412727	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.7"	"Propionibacteriales"	"CK_R35_3"	0.015381135	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.8"	"Pseudomonadales"	"CK_R35_3"	0.005504034	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.9"	"Chloroflexales"	"CK_R35_3"	0.011762045	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.10"	"Frankiales"	"CK_R35_3"	0.012516022	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.11"	"Polyangiales"	"CK_R35_3"	0.011762045	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.12"	"Corynebacteriales"	"CK_R35_3"	0.015607329	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R35_3"	0.002940511	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.14"	"KD4-96"	"CK_R35_3"	0.019678806	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.15"	"Pseudonocardiales"	"CK_R35_3"	0.01093267	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.16"	"Microtrichales"	"CK_R35_3"	0.029631305	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.17"	"Micrococcales"	"CK_R35_3"	0.017266079	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.18"	"Chitinophagales"	"CK_R35_3"	0.009349318	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.19"	"Gemmatimonadales"	"CK_R35_3"	0.019226419	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.20"	"Sphingomonadales"	"CK_R35_3"	0.038151248	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.21"	"Clostridia"	"CK_R35_3"	0.022920908	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.22"	"Bryobacterales"	"CK_R35_3"	0.008519943	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.23"	"Vicinamibacterales"	"CK_R35_3"	0.063937269	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.24"	"Bacillales"	"CK_R35_3"	0.045992611	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.25"	"Gaiellales"	"CK_R35_3"	0.069818291	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.26"	"Rhizobiales"	"CK_R35_3"	0.098092438	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.27"	"Burkholderiales"	"CK_R35_3"	0.123576868	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"177.28"	"Pyrinomonadales"	"CK_R35_3"	0.188494307	"CK_R35_3"	"X35"	"Landrace"	"CK"	"Root"	3	"P05"
"178"	"<0.5%"	"CK_R36_1"	0.000619003	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.1"	"Chthoniobacterales"	"CK_R36_1"	0.000928505	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.2"	"Dongiales"	"CK_R36_1"	0	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.3"	"Steroidobacterales"	"CK_R36_1"	0.003095017	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.4"	"Paenibacillales"	"CK_R36_1"	0.00185701	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.5"	"Solirubrobacterales"	"CK_R36_1"	0.009285051	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.6"	"Xanthomonadales"	"CK_R36_1"	0.008975549	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.7"	"Propionibacteriales"	"CK_R36_1"	0.004952027	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.8"	"Pseudomonadales"	"CK_R36_1"	0.004952027	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.9"	"Chloroflexales"	"CK_R36_1"	0.005571031	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.10"	"Frankiales"	"CK_R36_1"	0.007118539	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.11"	"Polyangiales"	"CK_R36_1"	0.014237078	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.12"	"Corynebacteriales"	"CK_R36_1"	0.004952027	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R36_1"	0	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.14"	"KD4-96"	"CK_R36_1"	0.002476014	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.15"	"Pseudonocardiales"	"CK_R36_1"	0.010523058	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.16"	"Microtrichales"	"CK_R36_1"	0	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.17"	"Micrococcales"	"CK_R36_1"	0.006190034	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.18"	"Chitinophagales"	"CK_R36_1"	0.011451563	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.19"	"Gemmatimonadales"	"CK_R36_1"	0.007428041	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.20"	"Sphingomonadales"	"CK_R36_1"	0.001547509	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.21"	"Clostridia"	"CK_R36_1"	0.012999071	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.22"	"Bryobacterales"	"CK_R36_1"	0.011451563	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.23"	"Vicinamibacterales"	"CK_R36_1"	0.030331167	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.24"	"Bacillales"	"CK_R36_1"	0.01083256	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.25"	"Gaiellales"	"CK_R36_1"	0.54905602	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.26"	"Rhizobiales"	"CK_R36_1"	0.074280409	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.27"	"Burkholderiales"	"CK_R36_1"	0.072423398	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"178.28"	"Pyrinomonadales"	"CK_R36_1"	0.115134633	"CK_R36_1"	"X36"	"Landrace"	"CK"	"Root"	1	"P11"
"179"	"<0.5%"	"CK_R36_2"	0.033586132	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.1"	"Chthoniobacterales"	"CK_R36_2"	0.003731792	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.2"	"Dongiales"	"CK_R36_2"	0.002347418	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.3"	"Steroidobacterales"	"CK_R36_2"	0.002648369	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.4"	"Paenibacillales"	"CK_R36_2"	0.002287228	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.5"	"Solirubrobacterales"	"CK_R36_2"	0.007523775	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.6"	"Xanthomonadales"	"CK_R36_2"	0.001083424	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.7"	"Propionibacteriales"	"CK_R36_2"	0.012880703	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.8"	"Pseudomonadales"	"CK_R36_2"	0.008667389	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.9"	"Chloroflexales"	"CK_R36_2"	0.016913446	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.10"	"Frankiales"	"CK_R36_2"	0.00607921	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.11"	"Polyangiales"	"CK_R36_2"	0.010051764	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.12"	"Corynebacteriales"	"CK_R36_2"	0.009991573	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R36_2"	0.006801493	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.14"	"KD4-96"	"CK_R36_2"	0.007403395	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.15"	"Pseudonocardiales"	"CK_R36_2"	0.003852173	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.16"	"Microtrichales"	"CK_R36_2"	0.015709642	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.17"	"Micrococcales"	"CK_R36_2"	0.008787769	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.18"	"Chitinophagales"	"CK_R36_2"	0.007102444	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.19"	"Gemmatimonadales"	"CK_R36_2"	0.018839533	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.20"	"Sphingomonadales"	"CK_R36_2"	0.021969423	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.21"	"Clostridia"	"CK_R36_2"	0.012459372	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.22"	"Bryobacterales"	"CK_R36_2"	0.022992657	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.23"	"Vicinamibacterales"	"CK_R36_2"	0.04803178	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.24"	"Bacillales"	"CK_R36_2"	0.124714097	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.25"	"Gaiellales"	"CK_R36_2"	0.105573613	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.26"	"Rhizobiales"	"CK_R36_2"	0.077163838	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.27"	"Burkholderiales"	"CK_R36_2"	0.170037318	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"179.28"	"Pyrinomonadales"	"CK_R36_2"	0.20049356	"CK_R36_2"	"X36"	"Landrace"	"CK"	"Root"	2	"P11"
"181"	"<0.5%"	"CK_R37_1"	0.010537744	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.1"	"Chthoniobacterales"	"CK_R37_1"	0.006705837	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.2"	"Dongiales"	"CK_R37_1"	0.003193256	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.3"	"Steroidobacterales"	"CK_R37_1"	0.000957977	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.4"	"Paenibacillales"	"CK_R37_1"	0.001532763	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.5"	"Solirubrobacterales"	"CK_R37_1"	0.001468898	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.6"	"Xanthomonadales"	"CK_R37_1"	0.002937795	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.7"	"Propionibacteriales"	"CK_R37_1"	0.001852088	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.8"	"Pseudomonadales"	"CK_R37_1"	0.003704177	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.9"	"Chloroflexales"	"CK_R37_1"	0.004023502	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.10"	"Frankiales"	"CK_R37_1"	0.004406693	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.11"	"Polyangiales"	"CK_R37_1"	0.008174735	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.12"	"Corynebacteriales"	"CK_R37_1"	0.003704177	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R37_1"	0.004853749	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.14"	"KD4-96"	"CK_R37_1"	0.004087367	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.15"	"Pseudonocardiales"	"CK_R37_1"	0.031868693	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.16"	"Microtrichales"	"CK_R37_1"	0.00261847	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.17"	"Micrococcales"	"CK_R37_1"	0.015902414	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.18"	"Chitinophagales"	"CK_R37_1"	0.007791544	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.19"	"Gemmatimonadales"	"CK_R37_1"	0.020117512	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.20"	"Sphingomonadales"	"CK_R37_1"	0.011623451	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.21"	"Clostridia"	"CK_R37_1"	0.025673777	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.22"	"Bryobacterales"	"CK_R37_1"	0.029569549	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.23"	"Vicinamibacterales"	"CK_R37_1"	0.064184442	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.24"	"Bacillales"	"CK_R37_1"	0.070954145	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.25"	"Gaiellales"	"CK_R37_1"	0.117256355	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.26"	"Rhizobiales"	"CK_R37_1"	0.100395964	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.27"	"Burkholderiales"	"CK_R37_1"	0.208647337	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"181.28"	"Pyrinomonadales"	"CK_R37_1"	0.215608635	"CK_R37_1"	"X37"	"Landrace"	"CK"	"Root"	1	"P14"
"182"	"<0.5%"	"CK_R37_2"	0.024515185	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.1"	"Chthoniobacterales"	"CK_R37_2"	0.003933407	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.2"	"Dongiales"	"CK_R37_2"	0.003658983	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.3"	"Steroidobacterales"	"CK_R37_2"	0.005945847	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.4"	"Paenibacillales"	"CK_R37_2"	0.002469813	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.5"	"Solirubrobacterales"	"CK_R37_2"	0.012532016	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.6"	"Xanthomonadales"	"CK_R37_2"	0.002744237	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.7"	"Propionibacteriales"	"CK_R37_2"	0.009055982	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.8"	"Pseudomonadales"	"CK_R37_2"	0.007592389	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.9"	"Chloroflexales"	"CK_R37_2"	0.008232711	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.10"	"Frankiales"	"CK_R37_2"	0.003293085	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.11"	"Polyangiales"	"CK_R37_2"	0.00841566	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.12"	"Corynebacteriales"	"CK_R37_2"	0.013629711	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R37_2"	0.014635931	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.14"	"KD4-96"	"CK_R37_2"	0.006769118	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.15"	"Pseudonocardiales"	"CK_R37_2"	0.003018661	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.16"	"Microtrichales"	"CK_R37_2"	0.028082693	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.17"	"Micrococcales"	"CK_R37_2"	0.008781559	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.18"	"Chitinophagales"	"CK_R37_2"	0.009696304	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.19"	"Gemmatimonadales"	"CK_R37_2"	0.020124405	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.20"	"Sphingomonadales"	"CK_R37_2"	0.038693743	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.21"	"Clostridia"	"CK_R37_2"	0.013538236	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.22"	"Bryobacterales"	"CK_R37_2"	0.051591658	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.23"	"Vicinamibacterales"	"CK_R37_2"	0.038693743	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.24"	"Bacillales"	"CK_R37_2"	0.083516282	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
"182.25"	"Gaiellales"	"CK_R37_2"	0.092755214	"CK_R37_2"	"X37"	"Landrace"	"CK"	"Root"	2	"P14"
