SampleID	Genotype	Germplasm	Treatment	Compartment	Block	Plot
LN_R63_1	X63	Landrace	LN	Root	1	P12
LN_R63_2	X63	Landrace	LN	Root	2	P12
LN_R63_3	X63	Landrace	LN	Root	3	P12
LN_R64_1	X64	Landrace	LN	Root	1	P12
LN_R64_2	X64	Landrace	LN	Root	2	P12
LN_R64_3	X64	Landrace	LN	Root	3	P12
LN_R65_1	X65	Landrace	LN	Root	1	P12
LN_R65_2	X65	Landrace	LN	Root	2	P12
LN_R65_3	X65	Landrace	LN	Root	3	P12
LN_R66_1	X66	Landrace	LN	Root	1	P12
LN_R66_2	X66	Landrace	LN	Root	2	P12
LN_R66_3	X66	Landrace	LN	Root	3	P12
LN_R67_1	X67	Landrace	LN	Root	1	P07
LN_R67_2	X67	Landrace	LN	Root	2	P07
LN_R67_3	X67	Landrace	LN	Root	3	P07
LN_R68_1	X68	Landrace	LN	Root	1	P02
LN_R68_2	X68	Landrace	LN	Root	2	P02
LN_R68_3	X68	Landrace	LN	Root	3	P02
LN_R69_1	X69	Landrace	LN	Root	1	P13
LN_R69_2	X69	Landrace	LN	Root	2	P13
LN_R69_3	X69	Landrace	LN	Root	3	P13
LN_R7_1	X7	Landrace	LN	Root	1	P12
LN_R7_2	X7	Landrace	LN	Root	2	P12
LN_R7_3	X7	Landrace	LN	Root	3	P12
LN_R70_1	X70	Landrace	LN	Root	1	P12
LN_R70_2	X70	Landrace	LN	Root	2	P12
LN_R70_3	X70	Landrace	LN	Root	3	P12
LN_R71_1	X71	Landrace	LN	Root	1	P02
LN_R71_2	X71	Landrace	LN	Root	2	P02
LN_R71_3	X71	Landrace	LN	Root	3	P02
LN_R72_1	X72	Landrace	LN	Root	1	P02
LN_R72_2	X72	Landrace	LN	Root	2	P02
LN_R72_3	X72	Landrace	LN	Root	3	P02
LN_R73_1	X73	Landrace	LN	Root	1	P07
LN_R73_2	X73	Landrace	LN	Root	2	P07
LN_R73_3	X73	Landrace	LN	Root	3	P07
LN_R74_1	X74	Landrace	LN	Root	1	P02
LN_R74_2	X74	Landrace	LN	Root	2	P02
LN_R74_3	X74	Landrace	LN	Root	3	P02
LN_R75_1	X75	Landrace	LN	Root	1	P13
LN_R75_2	X75	Landrace	LN	Root	2	P13
LN_R75_3	X75	Landrace	LN	Root	3	P13
LN_R76_1	X76	Landrace	LN	Root	1	P02
LN_R76_2	X76	Landrace	LN	Root	2	P02
LN_R76_3	X76	Landrace	LN	Root	3	P02
LN_R77_1	X77	Landrace	LN	Root	1	P12
LN_R77_2	X77	Landrace	LN	Root	2	P12
LN_R77_3	X77	Landrace	LN	Root	3	P12
LN_R78_1	X78	Landrace	LN	Root	1	P12
LN_R78_2	X78	Landrace	LN	Root	2	P12
LN_R78_3	X78	Landrace	LN	Root	3	P12
LN_R79_1	X79	Landrace	LN	Root	1	P07
LN_R79_2	X79	Landrace	LN	Root	2	P07
LN_R79_3	X79	Landrace	LN	Root	3	P07
LN_R8_1	X8	Landrace	LN	Root	1	P12
LN_R8_2	X8	Landrace	LN	Root	2	P12
LN_R8_3	X8	Landrace	LN	Root	3	P12
LN_R80_1	X80	Landrace	LN	Root	1	P12
LN_R80_2	X80	Landrace	LN	Root	2	P12
LN_R80_3	X80	Landrace	LN	Root	3	P12
LN_R81_1	X81	Landrace	LN	Root	1	P07
LN_R81_2	X81	Landrace	LN	Root	2	P07
LN_R81_3	X81	Landrace	LN	Root	3	P07
LN_R82_1	X82	Landrace	LN	Root	1	P02
LN_R82_2	X82	Landrace	LN	Root	2	P02
LN_R82_3	X82	Landrace	LN	Root	3	P02
LN_R83_1	X83	Landrace	LN	Root	1	P07
LN_R83_2	X83	Landrace	LN	Root	2	P07
LN_R83_3	X83	Landrace	LN	Root	3	P07
LN_R84_1	X84	Landrace	LN	Root	1	P02
LN_R84_2	X84	Landrace	LN	Root	2	P02
LN_R84_3	X84	Landrace	LN	Root	3	P02
LN_R85_1	X85	Landrace	LN	Root	1	P13
LN_R85_2	X85	Landrace	LN	Root	2	P13
LN_R85_3	X85	Landrace	LN	Root	3	P13
LN_R86_1	X86	Landrace	LN	Root	1	P12
LN_R86_2	X86	Landrace	LN	Root	2	P12
LN_R86_3	X86	Landrace	LN	Root	3	P12
LN_R87_1	X87	Landrace	LN	Root	1	P02
LN_R87_2	X87	Landrace	LN	Root	2	P02
LN_R87_3	X87	Landrace	LN	Root	3	P02
LN_R88_1	X88	Landrace	LN	Root	1	P02
LN_R88_2	X88	Landrace	LN	Root	2	P02
LN_R88_3	X88	Landrace	LN	Root	3	P02
LN_R89_1	X89	Landrace	LN	Root	1	P12
LN_R89_2	X89	Landrace	LN	Root	2	P12
LN_R89_3	X89	Landrace	LN	Root	3	P12
LN_R9_1	X9	Landrace	LN	Root	1	P13
LN_R9_2	X9	Landrace	LN	Root	2	P13
LN_R9_3	X9	Landrace	LN	Root	3	P13
LN_R90_1	X90	Landrace	LN	Root	1	P02
LN_R90_2	X90	Landrace	LN	Root	2	P02
LN_R90_3	X90	Landrace	LN	Root	3	P02
LN_R91_1	X91	Landrace	LN	Root	1	P07
LN_R91_2	X91	Landrace	LN	Root	2	P07
LN_R91_3	X91	Landrace	LN	Root	3	P07
LN_R92_1	X92	Landrace	LN	Root	1	P07
LN_R92_2	X92	Landrace	LN	Root	2	P07
LN_R92_3	X92	Landrace	LN	Root	3	P07
LN_R93_1	X93	Landrace	LN	Root	1	P02
LN_R93_2	X93	Landrace	LN	Root	2	P02
LN_R93_3	X93	Landrace	LN	Root	3	P02
LN_R94_1	X94	Landrace	LN	Root	1	P12
LN_R94_2	X94	Landrace	LN	Root	2	P12
LN_R94_3	X94	Landrace	LN	Root	3	P12
LN_R95_1	X95	Landrace	LN	Root	1	P13
LN_R95_2	X95	Landrace	LN	Root	2	P13
LN_R95_3	X95	Landrace	LN	Root	3	P13
LN_R96_1	X96	Landrace	LN	Root	1	P12
LN_R96_2	X96	Landrace	LN	Root	2	P12
LN_R96_3	X96	Landrace	LN	Root	3	P12
LN_R97_1	X97	Landrace	LN	Root	1	P13
LN_R97_2	X97	Landrace	LN	Root	2	P13
LN_R97_3	X97	Landrace	LN	Root	3	P13
LN_R98_1	X98	Inbred_line	LN	Root	1	P07
LN_R98_2	X98	Inbred_line	LN	Root	2	P07
LN_R98_3	X98	Inbred_line	LN	Root	3	P07
LN_R99_1	X99	Inbred_line	LN	Root	1	P12
LN_R99_2	X99	Inbred_line	LN	Root	2	P12
LN_R99_3	X99	Inbred_line	LN	Root	3	P12
LP_R1_1	X1	Landrace	LP	Root	1	P06
LP_R1_2	X1	Landrace	LP	Root	2	P06
LP_R1_3	X1	Landrace	LP	Root	3	P06
LP_R10_1	X10	Landrace	LP	Root	1	P16
LP_R10_2	X10	Landrace	LP	Root	2	P16
LP_R10_3	X10	Landrace	LP	Root	3	P16
LP_R100_1	X100	Inbred_line	LP	Root	1	P06
LP_R100_2	X100	Inbred_line	LP	Root	2	P06
LP_R100_3	X100	Inbred_line	LP	Root	3	P06
LP_R101_1	X101	Inbred_line	LP	Root	1	P09
LP_R101_2	X101	Inbred_line	LP	Root	2	P09
LP_R101_3	X101	Inbred_line	LP	Root	3	P09
LP_R102_1	X102	Inbred_line	LP	Root	1	P09
LP_R102_2	X102	Inbred_line	LP	Root	2	P09
LP_R102_3	X102	Inbred_line	LP	Root	3	P09
LP_R103_1	X103	Inbred_line	LP	Root	1	P03
LP_R103_2	X103	Inbred_line	LP	Root	2	P03
LP_R103_3	X103	Inbred_line	LP	Root	3	P03
LP_R104_1	X104	Inbred_line	LP	Root	1	P09
LP_R104_2	X104	Inbred_line	LP	Root	2	P09
LP_R104_3	X104	Inbred_line	LP	Root	3	P09
LP_R105_1	X105	Inbred_line	LP	Root	1	P16
LP_R105_2	X105	Inbred_line	LP	Root	2	P16
LP_R105_3	X105	Inbred_line	LP	Root	3	P16
LP_R106_1	X106	Inbred_line	LP	Root	1	P16
LP_R106_2	X106	Inbred_line	LP	Root	2	P16
LP_R106_3	X106	Inbred_line	LP	Root	3	P16
LP_R107_1	X107	Inbred_line	LP	Root	1	P03
LP_R107_2	X107	Inbred_line	LP	Root	2	P03
LP_R107_3	X107	Inbred_line	LP	Root	3	P03
LP_R108_1	X108	Inbred_line	LP	Root	1	P16
LP_R108_2	X108	Inbred_line	LP	Root	2	P16
LP_R108_3	X108	Inbred_line	LP	Root	3	P16
LP_R109_1	X109	Hybrid	LP	Root	1	P03
LP_R109_2	X109	Hybrid	LP	Root	2	P03
LP_R109_3	X109	Hybrid	LP	Root	3	P03
LP_R11_1	X11	Landrace	LP	Root	1	P16
LP_R11_2	X11	Landrace	LP	Root	2	P16
LP_R11_3	X11	Landrace	LP	Root	3	P16
LP_R110_1	X110	Hybrid	LP	Root	1	P06
LP_R110_2	X110	Hybrid	LP	Root	2	P06
LP_R110_3	X110	Hybrid	LP	Root	3	P06
LP_R111_1	X111	Hybrid	LP	Root	1	P06
LP_R111_2	X111	Hybrid	LP	Root	2	P06
LP_R111_3	X111	Hybrid	LP	Root	3	P06
LP_R112_1	X112	Hybrid	LP	Root	1	P03
LP_R112_2	X112	Hybrid	LP	Root	2	P03
LP_R112_3	X112	Hybrid	LP	Root	3	P03
LP_R113_1	X113	Hybrid	LP	Root	1	P16
LP_R113_2	X113	Hybrid	LP	Root	2	P16
LP_R113_3	X113	Hybrid	LP	Root	3	P16
LP_R114_1	X114	Hybrid	LP	Root	1	P09
LP_R114_2	X114	Hybrid	LP	Root	2	P09
LP_R114_3	X114	Hybrid	LP	Root	3	P09
LP_R115_1	X115	Hybrid	LP	Root	1	P06
LP_R115_2	X115	Hybrid	LP	Root	2	P06
LP_R115_3	X115	Hybrid	LP	Root	3	P06
LP_R116_1	X116	Hybrid	LP	Root	1	P03
LP_R116_2	X116	Hybrid	LP	Root	2	P03
LP_R116_3	X116	Hybrid	LP	Root	3	P03
LP_R117_1	X117	Hybrid	LP	Root	1	P09
LP_R117_2	X117	Hybrid	LP	Root	2	P09
LP_R117_3	X117	Hybrid	LP	Root	3	P09
LP_R118_1	X118	Hybrid	LP	Root	1	P03
LP_R118_2	X118	Hybrid	LP	Root	2	P03
LP_R118_3	X118	Hybrid	LP	Root	3	P03
LP_R119_1	X119	Teosinte	LP	Root	1	P03
LP_R119_2	X119	Teosinte	LP	Root	2	P03
LP_R119_3	X119	Teosinte	LP	Root	3	P03
LP_R12_1	X12	Landrace	LP	Root	1	P09
LP_R12_2	X12	Landrace	LP	Root	2	P09
LP_R12_3	X12	Landrace	LP	Root	3	P09
LP_R120_1	X120	Teosinte	LP	Root	1	P16
LP_R120_2	X120	Teosinte	LP	Root	2	P16
LP_R120_3	X120	Teosinte	LP	Root	3	P16
LP_R121_1	X121	Teosinte	LP	Root	1	P09
LP_R121_2	X121	Teosinte	LP	Root	2	P09
LP_R121_3	X121	Teosinte	LP	Root	3	P09
LP_R122_1	X122	Teosinte	LP	Root	1	P16
LP_R122_2	X122	Teosinte	LP	Root	2	P16
LP_R122_3	X122	Teosinte	LP	Root	3	P16
LP_R123_1	X123	Teosinte	LP	Root	1	P03
LP_R123_2	X123	Teosinte	LP	Root	2	P03
LP_R123_3	X123	Teosinte	LP	Root	3	P03
LP_R124_1	X124	Teosinte	LP	Root	1	P06
LP_R124_2	X124	Teosinte	LP	Root	2	P06
LP_R124_3	X124	Teosinte	LP	Root	3	P06
LP_R125_1	X125	Teosinte	LP	Root	1	P06
LP_R125_2	X125	Teosinte	LP	Root	2	P06
LP_R125_3	X125	Teosinte	LP	Root	3	P06
LP_R126_1	X126	Teosinte	LP	Root	1	P03
LP_R126_2	X126	Teosinte	LP	Root	2	P03
LP_R126_3	X126	Teosinte	LP	Root	3	P03
LP_R127_1	X127	Teosinte	LP	Root	1	P09
LP_R127_2	X127	Teosinte	LP	Root	2	P09
LP_R127_3	X127	Teosinte	LP	Root	3	P09
LP_R128_1	X128	Teosinte	LP	Root	1	P16
LP_R128_2	X128	Teosinte	LP	Root	2	P16
LP_R128_3	X128	Teosinte	LP	Root	3	P16
LP_R129_1	X129	Teosinte	LP	Root	1	P16
LP_R129_2	X129	Teosinte	LP	Root	2	P16
LP_R129_3	X129	Teosinte	LP	Root	3	P16
LP_R13_1	X13	Landrace	LP	Root	1	P03
LP_R13_2	X13	Landrace	LP	Root	2	P03
LP_R13_3	X13	Landrace	LP	Root	3	P03
LP_R14_1	X14	Landrace	LP	Root	1	P09
LP_R14_2	X14	Landrace	LP	Root	2	P09
LP_R14_3	X14	Landrace	LP	Root	3	P09
LP_R15_1	X15	Landrace	LP	Root	1	P06
LP_R15_2	X15	Landrace	LP	Root	2	P06
LP_R15_3	X15	Landrace	LP	Root	3	P06
LP_R16_1	X16	Landrace	LP	Root	1	P06
LP_R16_2	X16	Landrace	LP	Root	2	P06
LP_R16_3	X16	Landrace	LP	Root	3	P06
LP_R17_1	X17	Landrace	LP	Root	1	P16
LP_R17_2	X17	Landrace	LP	Root	2	P16
LP_R17_3	X17	Landrace	LP	Root	3	P16
LP_R18_1	X18	Landrace	LP	Root	1	P03
LP_R18_2	X18	Landrace	LP	Root	2	P03
LP_R18_3	X18	Landrace	LP	Root	3	P03
LP_R19_1	X19	Landrace	LP	Root	1	P06
LP_R19_2	X19	Landrace	LP	Root	2	P06
LP_R19_3	X19	Landrace	LP	Root	3	P06
LP_R2_1	X2	Landrace	LP	Root	1	P09
LP_R2_2	X2	Landrace	LP	Root	2	P09
LP_R2_3	X2	Landrace	LP	Root	3	P09
LP_R20_1	X20	Landrace	LP	Root	1	P06
LP_R20_2	X20	Landrace	LP	Root	2	P06
LP_R20_3	X20	Landrace	LP	Root	3	P06
LP_R21_1	X21	Landrace	LP	Root	1	P06
LP_R21_2	X21	Landrace	LP	Root	2	P06
LP_R21_3	X21	Landrace	LP	Root	3	P06
LP_R22_1	X22	Landrace	LP	Root	1	P09
LP_R22_2	X22	Landrace	LP	Root	2	P09
LP_R22_3	X22	Landrace	LP	Root	3	P09
LP_R23_1	X23	Landrace	LP	Root	1	P03
LP_R23_2	X23	Landrace	LP	Root	2	P03
LP_R23_3	X23	Landrace	LP	Root	3	P03
LP_R24_1	X24	Landrace	LP	Root	1	P09
LP_R24_2	X24	Landrace	LP	Root	2	P09
LP_R24_3	X24	Landrace	LP	Root	3	P09
LP_R25_1	X25	Landrace	LP	Root	1	P09
LP_R25_2	X25	Landrace	LP	Root	2	P09
LP_R25_3	X25	Landrace	LP	Root	3	P09
LP_R26_1	X26	Landrace	LP	Root	1	P03
LP_R26_2	X26	Landrace	LP	Root	2	P03
LP_R26_3	X26	Landrace	LP	Root	3	P03
LP_R27_1	X27	Landrace	LP	Root	1	P03
LP_R27_2	X27	Landrace	LP	Root	2	P03
LP_R27_3	X27	Landrace	LP	Root	3	P03
LP_R28_1	X28	Landrace	LP	Root	1	P06
LP_R28_2	X28	Landrace	LP	Root	2	P06
LP_R28_3	X28	Landrace	LP	Root	3	P06
LP_R29_1	X29	Landrace	LP	Root	1	P16
LP_R29_2	X29	Landrace	LP	Root	2	P16
LP_R29_3	X29	Landrace	LP	Root	3	P16
LP_R3_1	X3	Landrace	LP	Root	1	P16
LP_R3_2	X3	Landrace	LP	Root	2	P16
LP_R3_3	X3	Landrace	LP	Root	3	P16
LP_R30_1	X30	Landrace	LP	Root	1	P16
LP_R30_2	X30	Landrace	LP	Root	2	P16
LP_R30_3	X30	Landrace	LP	Root	3	P16
LP_R31_1	X31	Landrace	LP	Root	1	P16
LP_R31_2	X31	Landrace	LP	Root	2	P16
LP_R31_3	X31	Landrace	LP	Root	3	P16
LP_R32_1	X32	Landrace	LP	Root	1	P03
LP_R32_2	X32	Landrace	LP	Root	2	P03
LP_R32_3	X32	Landrace	LP	Root	3	P03
LP_R33_1	X33	Landrace	LP	Root	1	P03
LP_R33_2	X33	Landrace	LP	Root	2	P03
LP_R33_3	X33	Landrace	LP	Root	3	P03
LP_R34_1	X34	Landrace	LP	Root	1	P09
LP_R34_2	X34	Landrace	LP	Root	2	P09
LP_R34_3	X34	Landrace	LP	Root	3	P09
LP_R35_1	X35	Landrace	LP	Root	1	P16
LP_R35_2	X35	Landrace	LP	Root	2	P16
LP_R35_3	X35	Landrace	LP	Root	3	P16
LP_R36_1	X36	Landrace	LP	Root	1	P06
LP_R36_2	X36	Landrace	LP	Root	2	P06
LP_R36_3	X36	Landrace	LP	Root	3	P06
LP_R37_1	X37	Landrace	LP	Root	1	P09
LP_R37_2	X37	Landrace	LP	Root	2	P09
LP_R37_3	X37	Landrace	LP	Root	3	P09
LP_R38_1	X38	Landrace	LP	Root	1	P16
LP_R38_2	X38	Landrace	LP	Root	2	P16
LP_R38_3	X38	Landrace	LP	Root	3	P16
LP_R39_1	X39	Landrace	LP	Root	1	P09
LP_R39_2	X39	Landrace	LP	Root	2	P09
LP_R39_3	X39	Landrace	LP	Root	3	P09
LP_R4_1	X4	Landrace	LP	Root	1	P06
LP_R4_2	X4	Landrace	LP	Root	2	P06
LP_R4_3	X4	Landrace	LP	Root	3	P06
LP_R40_1	X40	Landrace	LP	Root	1	P06
LP_R40_2	X40	Landrace	LP	Root	2	P06
LP_R40_3	X40	Landrace	LP	Root	3	P06
LP_R41_1	X41	Landrace	LP	Root	1	P16
LP_R41_2	X41	Landrace	LP	Root	2	P16
LP_R41_3	X41	Landrace	LP	Root	3	P16
LP_R42_1	X42	Landrace	LP	Root	1	P03
LP_R42_2	X42	Landrace	LP	Root	2	P03
LP_R42_3	X42	Landrace	LP	Root	3	P03
LP_R43_1	X43	Landrace	LP	Root	1	P06
LP_R43_2	X43	Landrace	LP	Root	2	P06
LP_R43_3	X43	Landrace	LP	Root	3	P06
LP_R44_1	X44	Landrace	LP	Root	1	P03
LP_R44_2	X44	Landrace	LP	Root	2	P03
LP_R44_3	X44	Landrace	LP	Root	3	P03
LP_R45_1	X45	Landrace	LP	Root	1	P16
LP_R45_2	X45	Landrace	LP	Root	2	P16
LP_R45_3	X45	Landrace	LP	Root	3	P16
LP_R46_1	X46	Landrace	LP	Root	1	P09
LP_R46_2	X46	Landrace	LP	Root	2	P09
LP_R46_3	X46	Landrace	LP	Root	3	P09
LP_R47_1	X47	Landrace	LP	Root	1	P16
LP_R47_2	X47	Landrace	LP	Root	2	P16
LP_R47_3	X47	Landrace	LP	Root	3	P16
LP_R48_1	X48	Landrace	LP	Root	1	P09
LP_R48_2	X48	Landrace	LP	Root	2	P09
LP_R48_3	X48	Landrace	LP	Root	3	P09
LP_R49_1	X49	Landrace	LP	Root	1	P16
LP_R49_2	X49	Landrace	LP	Root	2	P16
LP_R49_3	X49	Landrace	LP	Root	3	P16
LP_R5_1	X5	Landrace	LP	Root	1	P03
LP_R5_2	X5	Landrace	LP	Root	2	P03
LP_R5_3	X5	Landrace	LP	Root	3	P03
LP_R50_1	X50	Landrace	LP	Root	1	P16
LP_R50_2	X50	Landrace	LP	Root	2	P16
LP_R50_3	X50	Landrace	LP	Root	3	P16
LP_R51_1	X51	Landrace	LP	Root	1	P09
LP_R51_2	X51	Landrace	LP	Root	2	P09
LP_R51_3	X51	Landrace	LP	Root	3	P09
LP_R52_1	X52	Landrace	LP	Root	1	P03
LP_R52_2	X52	Landrace	LP	Root	2	P03
LP_R52_3	X52	Landrace	LP	Root	3	P03
LP_R53_1	X53	Landrace	LP	Root	1	P06
LP_R53_2	X53	Landrace	LP	Root	2	P06
LP_R53_3	X53	Landrace	LP	Root	3	P06
LP_R54_1	X54	Landrace	LP	Root	1	P03
LP_R54_2	X54	Landrace	LP	Root	2	P03
LP_R54_3	X54	Landrace	LP	Root	3	P03
LP_R55_1	X55	Landrace	LP	Root	1	P16
LP_R55_2	X55	Landrace	LP	Root	2	P16
LP_R55_3	X55	Landrace	LP	Root	3	P16
LP_R56_1	X56	Landrace	LP	Root	1	P16
LP_R56_2	X56	Landrace	LP	Root	2	P16
LP_R56_3	X56	Landrace	LP	Root	3	P16
LP_R57_1	X57	Landrace	LP	Root	1	P16
LP_R57_2	X57	Landrace	LP	Root	2	P16
LP_R57_3	X57	Landrace	LP	Root	3	P16
LP_R58_1	X58	Landrace	LP	Root	1	P09
LP_R58_2	X58	Landrace	LP	Root	2	P09
LP_R58_3	X58	Landrace	LP	Root	3	P09
LP_R59_1	X59	Landrace	LP	Root	1	P03
LP_R59_2	X59	Landrace	LP	Root	2	P03
LP_R59_3	X59	Landrace	LP	Root	3	P03
LP_R6_1	X6	Landrace	LP	Root	1	P09
LP_R6_2	X6	Landrace	LP	Root	2	P09
LP_R6_3	X6	Landrace	LP	Root	3	P09
LP_R60_1	X60	Landrace	LP	Root	1	P03
LP_R60_2	X60	Landrace	LP	Root	2	P03
LP_R60_3	X60	Landrace	LP	Root	3	P03
LP_R61_1	X61	Landrace	LP	Root	1	P16
LP_R61_2	X61	Landrace	LP	Root	2	P16
LP_R61_3	X61	Landrace	LP	Root	3	P16
LP_R62_1	X62	Landrace	LP	Root	1	P09
LP_R62_2	X62	Landrace	LP	Root	2	P09
LP_R62_3	X62	Landrace	LP	Root	3	P09
LP_R63_1	X63	Landrace	LP	Root	1	P06
LP_R63_2	X63	Landrace	LP	Root	2	P06
LP_R63_3	X63	Landrace	LP	Root	3	P06
LP_R64_1	X64	Landrace	LP	Root	1	P06
LP_R64_2	X64	Landrace	LP	Root	2	P06
LP_R64_3	X64	Landrace	LP	Root	3	P06
LP_R65_1	X65	Landrace	LP	Root	1	P06
LP_R65_2	X65	Landrace	LP	Root	2	P06
LP_R65_3	X65	Landrace	LP	Root	3	P06
LP_R66_1	X66	Landrace	LP	Root	1	P06
LP_R66_2	X66	Landrace	LP	Root	2	P06
LP_R66_3	X66	Landrace	LP	Root	3	P06
LP_R67_1	X67	Landrace	LP	Root	1	P16
LP_R67_2	X67	Landrace	LP	Root	2	P16
LP_R67_3	X67	Landrace	LP	Root	3	P16
LP_R68_1	X68	Landrace	LP	Root	1	P09
LP_R68_2	X68	Landrace	LP	Root	2	P09
LP_R68_3	X68	Landrace	LP	Root	3	P09
LP_R69_1	X69	Landrace	LP	Root	1	P03
LP_R69_2	X69	Landrace	LP	Root	2	P03
LP_R69_3	X69	Landrace	LP	Root	3	P03
LP_R7_1	X7	Landrace	LP	Root	1	P06
LP_R7_2	X7	Landrace	LP	Root	2	P06
LP_R7_3	X7	Landrace	LP	Root	3	P06
LP_R70_1	X70	Landrace	LP	Root	1	P06
LP_R70_2	X70	Landrace	LP	Root	2	P06
LP_R70_3	X70	Landrace	LP	Root	3	P06
LP_R71_1	X71	Landrace	LP	Root	1	P09
LP_R71_2	X71	Landrace	LP	Root	2	P09
LP_R71_3	X71	Landrace	LP	Root	3	P09
LP_R72_1	X72	Landrace	LP	Root	1	P09
LP_R72_2	X72	Landrace	LP	Root	2	P09
LP_R72_3	X72	Landrace	LP	Root	3	P09
LP_R73_1	X73	Landrace	LP	Root	1	P16
LP_R73_2	X73	Landrace	LP	Root	2	P16
LP_R73_3	X73	Landrace	LP	Root	3	P16
LP_R74_1	X74	Landrace	LP	Root	1	P09
LP_R74_2	X74	Landrace	LP	Root	2	P09
LP_R74_3	X74	Landrace	LP	Root	3	P09
LP_R75_1	X75	Landrace	LP	Root	1	P03
LP_R75_2	X75	Landrace	LP	Root	2	P03
LP_R75_3	X75	Landrace	LP	Root	3	P03
LP_R76_1	X76	Landrace	LP	Root	1	P09
LP_R76_2	X76	Landrace	LP	Root	2	P09
LP_R76_3	X76	Landrace	LP	Root	3	P09
LP_R77_1	X77	Landrace	LP	Root	1	P06
LP_R77_2	X77	Landrace	LP	Root	2	P06
LP_R77_3	X77	Landrace	LP	Root	3	P06
LP_R78_1	X78	Landrace	LP	Root	1	P06
LP_R78_2	X78	Landrace	LP	Root	2	P06
LP_R78_3	X78	Landrace	LP	Root	3	P06
LP_R79_1	X79	Landrace	LP	Root	1	P16
LP_R79_2	X79	Landrace	LP	Root	2	P16
LP_R79_3	X79	Landrace	LP	Root	3	P16
LP_R8_1	X8	Landrace	LP	Root	1	P06
LP_R8_2	X8	Landrace	LP	Root	2	P06
LP_R8_3	X8	Landrace	LP	Root	3	P06
LP_R80_1	X80	Landrace	LP	Root	1	P06
LP_R80_2	X80	Landrace	LP	Root	2	P06
LP_R80_3	X80	Landrace	LP	Root	3	P06
LP_R81_1	X81	Landrace	LP	Root	1	P16
LP_R81_2	X81	Landrace	LP	Root	2	P16
LP_R81_3	X81	Landrace	LP	Root	3	P16
LP_R82_1	X82	Landrace	LP	Root	1	P09
LP_R82_2	X82	Landrace	LP	Root	2	P09
LP_R82_3	X82	Landrace	LP	Root	3	P09
LP_R83_1	X83	Landrace	LP	Root	1	P16
LP_R83_2	X83	Landrace	LP	Root	2	P16
LP_R83_3	X83	Landrace	LP	Root	3	P16
LP_R84_1	X84	Landrace	LP	Root	1	P09
LP_R84_2	X84	Landrace	LP	Root	2	P09
LP_R84_3	X84	Landrace	LP	Root	3	P09
LP_R85_1	X85	Landrace	LP	Root	1	P03
LP_R85_2	X85	Landrace	LP	Root	2	P03
LP_R85_3	X85	Landrace	LP	Root	3	P03
LP_R86_1	X86	Landrace	LP	Root	1	P06
LP_R86_2	X86	Landrace	LP	Root	2	P06
LP_R86_3	X86	Landrace	LP	Root	3	P06
LP_R87_1	X87	Landrace	LP	Root	1	P09
LP_R87_2	X87	Landrace	LP	Root	2	P09
LP_R87_3	X87	Landrace	LP	Root	3	P09
LP_R88_1	X88	Landrace	LP	Root	1	P09
LP_R88_2	X88	Landrace	LP	Root	2	P09
LP_R88_3	X88	Landrace	LP	Root	3	P09
LP_R89_1	X89	Landrace	LP	Root	1	P06
LP_R89_2	X89	Landrace	LP	Root	2	P06
LP_R89_3	X89	Landrace	LP	Root	3	P06
LP_R9_1	X9	Landrace	LP	Root	1	P03
LP_R9_2	X9	Landrace	LP	Root	2	P03
LP_R9_3	X9	Landrace	LP	Root	3	P03
LP_R90_1	X90	Landrace	LP	Root	1	P09
LP_R90_2	X90	Landrace	LP	Root	2	P09
LP_R90_3	X90	Landrace	LP	Root	3	P09
LP_R91_1	X91	Landrace	LP	Root	1	P16
LP_R91_2	X91	Landrace	LP	Root	2	P16
LP_R91_3	X91	Landrace	LP	Root	3	P16
LP_R92_1	X92	Landrace	LP	Root	1	P16
LP_R92_2	X92	Landrace	LP	Root	2	P16
LP_R92_3	X92	Landrace	LP	Root	3	P16
LP_R93_1	X93	Landrace	LP	Root	1	P09
LP_R93_2	X93	Landrace	LP	Root	2	P09
LP_R93_3	X93	Landrace	LP	Root	3	P09
LP_R94_1	X94	Landrace	LP	Root	1	P06
LP_R94_2	X94	Landrace	LP	Root	2	P06
LP_R94_3	X94	Landrace	LP	Root	3	P06
LP_R95_1	X95	Landrace	LP	Root	1	P03
LP_R95_2	X95	Landrace	LP	Root	2	P03
LP_R95_3	X95	Landrace	LP	Root	3	P03
LP_R96_1	X96	Landrace	LP	Root	1	P06
LP_R96_2	X96	Landrace	LP	Root	2	P06
LP_R96_3	X96	Landrace	LP	Root	3	P06
LP_R97_1	X97	Landrace	LP	Root	1	P03
LP_R97_2	X97	Landrace	LP	Root	2	P03
LP_R97_3	X97	Landrace	LP	Root	3	P03
LP_R98_1	X98	Inbred_line	LP	Root	1	P16
LP_R98_2	X98	Inbred_line	LP	Root	2	P16
LP_R98_3	X98	Inbred_line	LP	Root	3	P16
LP_R99_1	X99	Inbred_line	LP	Root	1	P06
LP_R99_2	X99	Inbred_line	LP	Root	2	P06
LP_R99_3	X99	Inbred_line	LP	Root	3	P06
